Chemin,Nom,Taille (Mo),Modifié,Âge (jours),Catégorie
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP07 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP07 VF.mp4,85.37,2026-07-03 13:17:01,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP16 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP16 VF.mp4,85.26,2026-07-03 13:36:35,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP16 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP16 VF.mp4,85.26,2026-07-03 13:36:35,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP21 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP21 VF.mp4,85.12,2026-07-03 13:50:29,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP21 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP21 VF.mp4,85.12,2026-07-03 13:50:29,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Tsukimichi_Moonlit_Fantasy_2\18.mp4,18.mp4,85.0,2026-06-25 02:09:59,8,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Tsukimichi_Moonlit_Fantasy_2\18.mp4,18.mp4,85.0,2026-06-25 02:09:59,8,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP22 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP22 VF.mp4,84.95,2026-07-03 13:52:59,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP22 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP22 VF.mp4,84.95,2026-07-03 13:52:59,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP25  VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP25  VF.mp4,84.8,2026-07-03 12:10:05,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP25  VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP25  VF.mp4,84.8,2026-07-03 12:10:05,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP19 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP19 VF.mp4,84.79,2026-07-03 13:44:56,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP19 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP19 VF.mp4,84.79,2026-07-03 13:44:56,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP24 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP24 VF.mp4,84.73,2026-07-03 13:55:36,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP24 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP24 VF.mp4,84.73,2026-07-03 13:55:36,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP23  VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP23  VF.mp4,84.67,2026-07-03 13:55:19,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP23  VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP23  VF.mp4,84.67,2026-07-03 13:55:19,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E09 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E09 VF.mp4,84.32,2026-07-03 13:06:32,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E09 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E09 VF.mp4,84.32,2026-07-03 13:06:32,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Tsukimichi_Moonlit_Fantasy_2\4.mp4,4.mp4,84.31,2026-06-25 02:13:03,8,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Tsukimichi_Moonlit_Fantasy_2\4.mp4,4.mp4,84.31,2026-06-25 02:13:03,8,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Takopi's_Original_Sin_S01E05_VOSTFR_720p_WEB_x264_AAC_T_mp4.mp4,Takopi's_Original_Sin_S01E05_VOSTFR_720p_WEB_x264_AAC_T_mp4.mp4,84.29,2026-05-10 14:11:19,54,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Takopi's_Original_Sin_S01E05_VOSTFR_720p_WEB_x264_AAC_T_mp4.mp4,Takopi's_Original_Sin_S01E05_VOSTFR_720p_WEB_x264_AAC_T_mp4.mp4,84.29,2026-05-10 14:11:19,54,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP18 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP18 VF.mp4,84.25,2026-07-03 13:41:49,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP18 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP18 VF.mp4,84.25,2026-07-03 13:41:49,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP20  VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP20  VF.mp4,83.34,2026-07-03 13:48:00,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP20  VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP20  VF.mp4,83.34,2026-07-03 13:48:00,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\[SubsPlease] Takopii no Genzai - 02 (480p) [CFBA4D93].mkv,[SubsPlease] Takopii no Genzai - 02 (480p) [CFBA4D93].mkv,82.89,2026-05-11 06:06:09,53,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\[SubsPlease] Takopii no Genzai - 02 (480p) [CFBA4D93].mkv,[SubsPlease] Takopii no Genzai - 02 (480p) [CFBA4D93].mkv,82.89,2026-05-11 06:06:09,53,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 015 (VF).mp4,Log Horizon Episode 015 (VF).mp4,82.67,2026-06-29 14:31:10,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 015 (VF).mp4,Log Horizon Episode 015 (VF).mp4,82.67,2026-06-29 14:31:10,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\video_2026-05-10_12-52-46.mp4,video_2026-05-10_12-52-46.mp4,82.64,2026-05-10 13:55:55,54,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\video_2026-05-10_12-52-46.mp4,video_2026-05-10_12-52-46.mp4,82.64,2026-05-10 13:55:55,54,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 017 (VF).mp4,Log Horizon Episode 017 (VF).mp4,82.22,2026-06-29 14:47:41,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 017 (VF).mp4,Log Horizon Episode 017 (VF).mp4,82.22,2026-06-29 14:47:41,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Shokei Shoujo no Ikiru Michi\05.mkv,05.mkv,82.1,2026-06-25 09:01:05,8,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Shokei Shoujo no Ikiru Michi\05.mkv,05.mkv,82.1,2026-06-25 09:01:05,8,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 025 (VF).mp4,Log Horizon Episode 025 (VF).mp4,82.07,2026-06-28 17:20:56,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 025 (VF).mp4,Log Horizon Episode 025 (VF).mp4,82.07,2026-06-28 17:20:56,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 014 (VF).mp4,Log Horizon Episode 014 (VF).mp4,82.02,2026-06-29 14:47:47,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 014 (VF).mp4,Log Horizon Episode 014 (VF).mp4,82.02,2026-06-29 14:47:47,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP09 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP09 VF.mp4,81.95,2026-07-03 13:21:11,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP09 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP09 VF.mp4,81.95,2026-07-03 13:21:11,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 016 (VF).mp4,Log Horizon Episode 016 (VF).mp4,81.78,2026-06-29 14:13:31,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 016 (VF).mp4,Log Horizon Episode 016 (VF).mp4,81.78,2026-06-29 14:13:31,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 013 (VF).mp4,Log Horizon Episode 013 (VF).mp4,81.76,2026-06-28 17:37:08,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 020 (VF).mp4,Log Horizon Episode 020 (VF).mp4,81.76,2026-06-29 14:48:05,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 013 (VF).mp4,Log Horizon Episode 013 (VF).mp4,81.76,2026-06-28 17:37:08,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 020 (VF).mp4,Log Horizon Episode 020 (VF).mp4,81.76,2026-06-29 14:48:05,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 012 (VF).mp4,Log Horizon Episode 012 (VF).mp4,81.52,2026-06-29 14:43:02,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 012 (VF).mp4,Log Horizon Episode 012 (VF).mp4,81.52,2026-06-29 14:43:02,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 009 (VF).mp4,Log Horizon Episode 009 (VF).mp4,81.51,2026-06-29 14:51:39,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\okaa_san\[@CrunchyrollFlash] Okaa-san Online EP08 VOSTFR.mkv,[@CrunchyrollFlash] Okaa-san Online EP08 VOSTFR.mkv,81.51,2026-06-28 14:52:44,5,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 009 (VF).mp4,Log Horizon Episode 009 (VF).mp4,81.51,2026-06-29 14:51:39,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\okaa_san\[@CrunchyrollFlash] Okaa-san Online EP08 VOSTFR.mkv,[@CrunchyrollFlash] Okaa-san Online EP08 VOSTFR.mkv,81.51,2026-06-28 14:52:44,5,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 010 (VF).mp4,Log Horizon Episode 010 (VF).mp4,81.46,2026-06-29 14:50:02,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 011 (VF).mp4,Log Horizon Episode 011 (VF).mp4,81.46,2026-06-28 17:38:48,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 010 (VF).mp4,Log Horizon Episode 010 (VF).mp4,81.46,2026-06-29 14:50:02,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 011 (VF).mp4,Log Horizon Episode 011 (VF).mp4,81.46,2026-06-28 17:38:48,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E01 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E01 VF.mp4,81.43,2026-07-03 12:17:29,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E01 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E01 VF.mp4,81.43,2026-07-03 12:17:29,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 019 (VF).mp4,Log Horizon Episode 019 (VF).mp4,81.42,2026-06-28 17:55:18,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 019 (VF).mp4,Log Horizon Episode 019 (VF).mp4,81.42,2026-06-28 17:55:18,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 024 (VF).mp4,Log Horizon Episode 024 (VF).mp4,81.32,2026-06-28 17:49:45,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\log_horizon\Log Horizon Episode 024 (VF).mp4,Log Horizon Episode 024 (VF).mp4,81.32,2026-06-28 17:49:45,4,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E05 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E05 VF.mp4,81.18,2026-07-03 12:41:23,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E05 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E05 VF.mp4,81.18,2026-07-03 12:41:23,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\DAO (2).pdf,DAO (2).pdf,81.01,2026-06-05 11:07:36,28,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\DAO (2).pdf,DAO (2).pdf,81.01,2026-06-05 11:07:36,28,📄 DOCUMENT
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\okaa_san\[@CrunchyrollFlash] Okaa-san Online EP09 VOSTFR.mkv,[@CrunchyrollFlash] Okaa-san Online EP09 VOSTFR.mkv,80.88,2026-06-28 14:49:44,5,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\okaa_san\[@CrunchyrollFlash] Okaa-san Online EP09 VOSTFR.mkv,[@CrunchyrollFlash] Okaa-san Online EP09 VOSTFR.mkv,80.88,2026-06-28 14:49:44,5,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Shokei Shoujo no Ikiru Michi\06.mkv,06.mkv,80.61,2026-06-25 04:08:37,8,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Shokei Shoujo no Ikiru Michi\06.mkv,06.mkv,80.61,2026-06-25 04:08:37,8,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E13 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E13 VF.mp4,80.5,2026-07-03 13:18:53,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E13 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E13 VF.mp4,80.5,2026-07-03 13:18:53,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Cc (3).mp4,Cc (3).mp4,79.79,2026-06-25 02:25:00,8,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Cc (3).mp4,Cc (3).mp4,79.79,2026-06-25 02:25:00,8,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP17 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP17 VF.mp4,79.65,2026-07-03 13:38:43,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Blue_box_S1\[@CrunchyrollFlashVF]Blue Box S01 EP17 VF.mp4,[@CrunchyrollFlashVF]Blue Box S01 EP17 VF.mp4,79.65,2026-07-03 13:38:43,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Tsukimichi_Moonlit_Fantasy_1\[@AnimesGratuit] Tsukimichi Moonlit Fantasy S01EP11 VOSTFR.mp4,[@AnimesGratuit] Tsukimichi Moonlit Fantasy S01EP11 VOSTFR.mp4,79.63,2026-06-25 15:35:00,8,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Tsukimichi_Moonlit_Fantasy_1\[@AnimesGratuit] Tsukimichi Moonlit Fantasy S01EP11 VOSTFR.mp4,[@AnimesGratuit] Tsukimichi Moonlit Fantasy S01EP11 VOSTFR.mp4,79.63,2026-06-25 15:35:00,8,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Farming 20Life 20in 20Another 20World 20S02E07 20VOSTFR (2).mp4,Farming 20Life 20in 20Another 20World 20S02E07 20VOSTFR (2).mp4,79.23,2026-05-24 23:35:19,39,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Farming 20Life 20in 20Another 20World 20S02E07 20VOSTFR (2).mp4,Farming 20Life 20in 20Another 20World 20S02E07 20VOSTFR (2).mp4,79.23,2026-05-24 23:35:19,39,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\okaa_san\[@CrunchyrollFlash] Okaa-san Online EP11 VOSTFR.mkv,[@CrunchyrollFlash] Okaa-san Online EP11 VOSTFR.mkv,79.1,2026-06-28 14:45:50,5,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\okaa_san\[@CrunchyrollFlash] Okaa-san Online EP11 VOSTFR.mkv,[@CrunchyrollFlash] Okaa-san Online EP11 VOSTFR.mkv,79.1,2026-06-28 14:45:50,5,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E10 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E10 VF.mp4,79.09,2026-07-03 13:10:21,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E10 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E10 VF.mp4,79.09,2026-07-03 13:10:21,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E25 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E25 VF.mp4,78.98,2026-07-03 13:42:58,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E25 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E25 VF.mp4,78.98,2026-07-03 13:42:58,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E03 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E03 VF.mp4,78.94,2026-07-03 12:29:26,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E03 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E03 VF.mp4,78.94,2026-07-03 12:29:26,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E18 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E18 VF.mp4,78.85,2026-07-03 13:32:31,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E18 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E18 VF.mp4,78.85,2026-07-03 13:32:31,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E14 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E14 VF.mp4,78.69,2026-07-03 13:20:26,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E14 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E14 VF.mp4,78.69,2026-07-03 13:20:26,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E23 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E23 VF.mp4,78.28,2026-07-03 13:40:48,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E23 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E23 VF.mp4,78.28,2026-07-03 13:40:48,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E16 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E16 VF.mp4,77.53,2026-07-03 13:26:42,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E16 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E16 VF.mp4,77.53,2026-07-03 13:26:42,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E12 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E12 VF.mp4,77.26,2026-07-03 13:16:56,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E12 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E12 VF.mp4,77.26,2026-07-03 13:16:56,0,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Takopi's Original Sin S01E06 VOSTFR 720p WEB x264 AAC -T.mp4,Takopi's Original Sin S01E06 VOSTFR 720p WEB x264 AAC -T.mp4,77.07,2026-05-10 14:10:12,54,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Takopi's Original Sin S01E06 VOSTFR 720p WEB x264 AAC -T.mp4,Takopi's Original Sin S01E06 VOSTFR 720p WEB x264 AAC -T.mp4,77.07,2026-05-10 14:10:12,54,🎬 VIDEO/AUDIO
C:\Users\PROBOOK 650 G3\Downloads\Telegram Desktop\Frieren Beyond Journey's End\[@My_Anime_TV] Frieren - Beyond Journey's End S01E06 VF.mp4,[@My_Anime_TV] Frieren - Beyond Journey's End S01E06 VF.mp4,77.05,2026-07-03 12:49:17,0,🎬 VIDEO/AUDIO
